date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:15:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:06%20GMT	http://sfl.world/util/factions	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/factions.1b.delayed	(from https://sfl.world/)
12:15:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:07%20GMT	http://sfl.world/util/fishing	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/fishing	(from https://sfl.world/)
12:15:07	56426/56426	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:07%20GMT	https://sfl.world/util/factions	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/factions.html	(from https://sfl.world/)
12:15:09	242970/242970	U--M-Z	200	updated ('OK')	application/javascript	etag:%2267e53707-160fd%22	https://mc.yandex.ru/metrika/tag.js	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/mc.yandex.ru/metrika/tag.js	(from https://sfl.world/)
12:15:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:07%20GMT	http://sfl.world/tools/skills/	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/tools/skills/index.html	(from https://sfl.world/)
12:15:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:15%20GMT	http://sfl.world/util/flowers	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/flowers.1f.delayed	(from https://sfl.world/)
12:15:16	20340/20340	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:15%20GMT	https://sfl.world/util/fishing	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/fishing.html	(from https://sfl.world/)
12:15:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:20%20GMT	http://sfl.world/util/api	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/api	(from https://sfl.world/)
12:15:20	106833/106833	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:20%20GMT	https://sfl.world/util/flowers	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/flowers.html	(from https://sfl.world/)
12:15:21	13220/13220	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:20%20GMT	https://sfl.world/util/api	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/util/api.html	(from https://sfl.world/)
12:15:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:21%20GMT	http://sfl.world/info/animals	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/animals	(from https://sfl.world/)
12:15:21	70514/70514	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:21%20GMT	https://sfl.world/info/animals	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/animals.html	(from https://sfl.world/)
12:15:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:21%20GMT	http://sfl.world/img/animals/Chicken.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/animals/Chicken.png	(from https://sfl.world/)
12:15:22	185/185	---M--	200	added ('OK')	image/png	etag:%2267b56c51-b9%22	https://sfl.world/img/animals/Chicken.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/animals/Chicken.png	(from https://sfl.world/)
12:15:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:22%20GMT	http://sfl.world/info/auctions	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/auctions	(from https://sfl.world/)
12:15:29	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:29%20GMT	http://sfl.world/img/gem.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/gem.png	(from https://sfl.world/)
12:15:29	79215/79215	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:29%20GMT	https://sfl.world/info/auctions	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/auctions.html	(from https://sfl.world/)
12:15:29	396/396	---M--	200	added ('OK')	image/png	etag:%2266fa0f9e-18c%22	https://sfl.world/img/gem.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/gem.png	(from https://sfl.world/)
12:15:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:29%20GMT	http://sfl.world/info/bumpkin	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/bumpkin	(from https://sfl.world/)
12:15:30	30084/30084	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:30%20GMT	https://sfl.world/info/bumpkin	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/bumpkin.html	(from https://sfl.world/)
12:15:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:30%20GMT	http://sfl.world/assets/icons/xp.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/xp.png	(from https://sfl.world/)
12:15:30	263/263	---M--	200	added ('OK')	image/png	etag:%2265bb0746-107%22	https://sfl.world/assets/icons/xp.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/xp.png	(from https://sfl.world/)
12:15:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:30%20GMT	http://sfl.world/info/chapter	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/chapter	(from https://sfl.world/)
12:15:34	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:34%20GMT	http://sfl.world/img/tickets/s09.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/tickets/s09.png	(from https://sfl.world/)
12:15:34	87721/87721	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:34%20GMT	https://sfl.world/info/chapter	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/chapter.html	(from https://sfl.world/)
12:15:34	388/388	---M--	200	added ('OK')	image/png	etag:%22679d75bf-184%22	https://sfl.world/img/tickets/s09.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/tickets/s09.png	(from https://sfl.world/)
12:15:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:34%20GMT	http://sfl.world/info/chests	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/chests	(from https://sfl.world/)
12:15:35	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:35%20GMT	http://sfl.world/img/delivery/Treasure%20Key.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Treasure%20Key.png	(from https://sfl.world/)
12:15:35	51478/51478	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:35%20GMT	https://sfl.world/info/chests	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/chests.html	(from https://sfl.world/)
12:15:35	288/288	---M--	200	added ('OK')	image/png	etag:%2265d5c7a4-120%22	https://sfl.world/img/delivery/Treasure%20Key.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Treasure%20Key.png	(from https://sfl.world/)
12:15:36	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:35%20GMT	http://sfl.world/info/const	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/const	(from https://sfl.world/)
12:15:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:40%20GMT	http://sfl.world/assets/icons/settings.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/settings.png	(from https://sfl.world/)
12:15:41	25815/25815	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:40%20GMT	https://sfl.world/info/const	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/const.html	(from https://sfl.world/)
12:15:41	313/313	---M--	200	added ('OK')	image/png	etag:%2265139750-139%22	https://sfl.world/assets/icons/settings.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/settings.png	(from https://sfl.world/)
12:15:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:41%20GMT	http://sfl.world/info/cooking	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/cooking	(from https://sfl.world/)
12:15:41	64149/64149	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:41%20GMT	https://sfl.world/info/cooking	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/cooking.html	(from https://sfl.world/)
12:15:41	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:41%20GMT	http://sfl.world/img/delivery/Pizza%20Margherita.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Pizza%20Margherita.png	(from https://sfl.world/)
12:15:42	415/415	---M--	200	added ('OK')	image/png	etag:%226729bd75-19f%22	https://sfl.world/img/delivery/Pizza%20Margherita.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Pizza%20Margherita.png	(from https://sfl.world/)
12:15:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:42%20GMT	http://sfl.world/info/crafting	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/crafting	(from https://sfl.world/)
12:15:42	112680/112680	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:42%20GMT	https://sfl.world/info/crafting	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/crafting.html	(from https://sfl.world/)
12:15:42	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:42%20GMT	http://sfl.world/img/Hammer.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/Hammer.png	(from https://sfl.world/)
12:15:42	186/186	---M--	200	added ('OK')	image/png	etag:%2267b58d64-ba%22	https://sfl.world/img/Hammer.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/Hammer.png	(from https://sfl.world/)
12:15:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:42%20GMT	http://sfl.world/info/deliveries	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/deliveries	(from https://sfl.world/)
12:15:43	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:43%20GMT	http://sfl.world/img/sfl.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/sfl.png	(from https://sfl.world/)
12:15:43	337644/337644	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:43%20GMT	https://sfl.world/info/deliveries	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/deliveries.html	(from https://sfl.world/)
12:15:43	397/397	---M--	200	added ('OK')	image/png	etag:%22660cac5c-18d%22	https://sfl.world/img/sfl.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/sfl.png	(from https://sfl.world/)
12:15:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:43%20GMT	http://sfl.world/info/fish-xp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/fish-xp	(from https://sfl.world/)
12:15:44	35866/35866	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:44%20GMT	https://sfl.world/info/fish-xp	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/fish-xp.html	(from https://sfl.world/)
12:15:44	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:44%20GMT	http://sfl.world/info/fishing	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/fishing	(from https://sfl.world/)
12:15:48	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:48%20GMT	http://sfl.world/img/delivery/Anchovy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Anchovy.png	(from https://sfl.world/)
12:15:49	3880893/3880893	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:48%20GMT	https://sfl.world/info/fishing	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/fishing.html	(from https://sfl.world/)
12:15:49	336/336	---M--	200	added ('OK')	image/png	etag:%226537be77-150%22	https://sfl.world/img/delivery/Anchovy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/delivery/Anchovy.png	(from https://sfl.world/)
12:15:50	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:49%20GMT	http://sfl.world/info/flowers	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/flowers	(from https://sfl.world/)
12:15:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:51%20GMT	http://sfl.world/img/flowers/Yellow%20Pansy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/flowers/Yellow%20Pansy.png	(from https://sfl.world/)
12:15:51	106833/106833	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:50%20GMT	https://sfl.world/info/flowers	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/flowers.html	(from https://sfl.world/)
12:15:51	262/262	---M--	200	added ('OK')	image/png	etag:%2265c3df67-106%22	https://sfl.world/img/flowers/Yellow%20Pansy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/flowers/Yellow%20Pansy.png	(from https://sfl.world/)
12:15:51	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:51%20GMT	http://sfl.world/info/expansion	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/expansion	(from https://sfl.world/)
12:15:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:51%20GMT	http://sfl.world/img/land3.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/land3.png	(from https://sfl.world/)
12:15:52	79761/79761	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:51%20GMT	https://sfl.world/info/expansion	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/expansion.html	(from https://sfl.world/)
12:15:52	3908/3908	---M--	200	added ('OK')	image/png	etag:%2267b58bfa-f44%22	https://sfl.world/img/land3.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/land3.png	(from https://sfl.world/)
12:15:52	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:52%20GMT	http://sfl.world/info/skills	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/skills	(from https://sfl.world/)
12:15:53	44974/44974	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:52%20GMT	https://sfl.world/info/skills	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/skills.html	(from https://sfl.world/)
12:15:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:52%20GMT	http://sfl.world/img/skill/legacy/Seed%20Specialist.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/skill/legacy/Seed%20Specialist.png	(from https://sfl.world/)
12:15:53	157/157	---M--	200	added ('OK')	image/png	etag:%22651670aa-9d%22	https://sfl.world/img/skill/legacy/Seed%20Specialist.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/img/skill/legacy/Seed%20Specialist.png	(from https://sfl.world/)
12:15:53	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:53%20GMT	http://sfl.world/info/stat	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/stat	(from https://sfl.world/)
12:15:53	80586/80586	---MCZ	200	added ('OK')	text/html	date:Fri,%2028%20Mar%202025%2004:15:53%20GMT	https://sfl.world/info/stat	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/info/stat.html	(from https://sfl.world/)
12:15:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:53%20GMT	http://sfl.world/assets/icons/world.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/world.png	(from https://sfl.world/)
12:15:54	0/0	---MC-	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Mar%202025%2004:15:53%20GMT	https://sfl.world/assets/icons/world.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/world.png	(from https://sfl.world/)
12:15:54	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2028%20Mar%202025%2004:15:54%20GMT	http://sfl.world/assets/icons/trophy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/trophy.png	(from https://sfl.world/)
12:15:54	8675/8675	---M--	200	added ('OK')	image/png	etag:%2265139750-21e3%22	https://sfl.world/assets/icons/trophy.png	C:/Users/jovyl/fore/tests/WinHTTrack/SFL_World_Clone/sfl.world/assets/icons/trophy.png	(from https://sfl.world/)
